,country,region_id,region,Year,happiness_rank,happiness_score,economy_GDP_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,dystopia_residual,happiness_category
997,Peru,LAC,Latin America and Caribbean,2021,63,5.84,0.986,0.833,0.623,0.536,0.031,0.087,2.744,middle-high
998,Bosnia and Herzegovina,CEE,Central and Eastern Europe,2021,64,5.813,1.032,0.919,0.618,0.395,0.005,0.261,2.583,middle-high
999,Moldova,CEE,Central and Eastern Europe,2021,65,5.766,0.985,0.888,0.542,0.536,0.013,0.137,2.665,middle-high
1000,Ecuador,LAC,Latin America and Caribbean,2021,66,5.764,0.935,0.806,0.64,0.56,0.062,0.107,2.653,middle-high
1001,Kyrgyzstan,CIS,Commonwealth of Independent States,2021,67,5.744,0.665,0.971,0.501,0.673,0.02,0.266,2.648,middle-high
1002,Greece,WE,Western Europe,2021,68,5.723,1.273,0.811,0.76,0.243,0.074,0.0,2.561,middle-high
1003,Bolivia,LAC,Latin America and Caribbean,2021,69,5.716,0.842,0.782,0.486,0.6,0.064,0.138,2.805,middle-high
1004,Mongolia,EA,East Asia,2021,70,5.677,0.966,1.065,0.442,0.397,0.053,0.263,2.492,middle-high
1005,Paraguay,LAC,Latin America and Caribbean,2021,71,5.653,0.983,0.97,0.549,0.602,0.037,0.206,2.306,middle-high
1006,Montenegro,CEE,Central and Eastern Europe,2021,72,5.581,1.155,0.891,0.637,0.397,0.081,0.166,2.254,middle-high
1007,Dominican Republic,LAC,Latin America and Caribbean,2021,73,5.545,1.106,0.879,0.555,0.581,0.144,0.101,2.178,middle-high
1008,North Cyprus,WE,Western Europe,2021,74,5.536,1.377,0.806,0.801,0.503,0.2,0.196,1.653,middle-high
1009,Belarus,CIS,Commonwealth of Independent States,2021,75,5.534,1.124,1.007,0.56,0.326,0.199,0.07,2.247,middle-high
1010,Russia,CIS,Commonwealth of Independent States,2021,76,5.477,1.241,0.992,0.511,0.409,0.06,0.115,2.148,middle-low
1011,Hong Kong,EA,East Asia,2021,76,5.477,1.525,0.841,0.893,0.408,0.342,0.232,1.236,middle-low
1012,Tajikistan,CIS,Commonwealth of Independent States,2021,78,5.466,0.508,0.895,0.498,0.548,0.247,0.152,2.619,middle-low
1013,Vietnam,SEA,Southeast Asia,2021,79,5.411,0.817,0.873,0.616,0.679,0.091,0.124,2.211,middle-low
1014,Libya,MENA,Middle East and North Africa,2021,80,5.41,1.044,0.821,0.435,0.474,0.174,0.131,2.331,middle-low
1015,Malaysia,SEA,Southeast Asia,2021,81,5.384,1.259,0.797,0.587,0.624,0.064,0.27,1.784,middle-low
1016,Indonesia,SEA,Southeast Asia,2021,82,5.345,0.954,0.786,0.433,0.598,0.046,0.541,1.987,middle-low
1017,Congo (Brazzaville),SSA,Sub-Saharan Africa,2021,83,5.342,0.518,0.392,0.307,0.381,0.124,0.144,3.476,middle-low
1018,China,EA,East Asia,2021,84,5.339,1.061,0.785,0.665,0.636,0.117,0.093,1.982,middle-low
1019,Ivory Coast,SSA,Sub-Saharan Africa,2021,85,5.306,0.669,0.409,0.052,0.438,0.092,0.177,3.469,middle-low
1020,Armenia,CIS,Commonwealth of Independent States,2021,86,5.283,0.996,0.758,0.585,0.54,0.198,0.079,2.127,middle-low
1021,Nepal,SA,South Asia,2021,87,5.269,0.519,0.702,0.496,0.488,0.135,0.287,2.642,middle-low
1022,Bulgaria,CEE,Central and Eastern Europe,2021,88,5.266,1.181,1.055,0.583,0.494,0.005,0.125,1.823,middle-low
1023,Maldives,SA,South Asia,2021,89,5.198,1.115,1.015,0.697,0.575,0.073,0.204,1.52,middle-low
1024,Azerbaijan,CIS,Commonwealth of Independent States,2021,90,5.171,1.025,0.841,0.541,0.526,0.276,0.043,1.919,middle-low
1025,Cameroon,SSA,Sub-Saharan Africa,2021,91,5.142,0.543,0.556,0.159,0.425,0.058,0.205,3.195,middle-low
1026,Senegal,SSA,Sub-Saharan Africa,2021,92,5.132,0.518,0.558,0.357,0.381,0.088,0.158,3.071,middle-low
1027,Albania,CEE,Central and Eastern Europe,2021,93,5.117,1.008,0.529,0.646,0.491,0.024,0.168,2.25,middle-low
1028,Macedonia,CEE,Central and Eastern Europe,2021,94,5.101,1.068,0.772,0.535,0.45,0.022,0.212,2.042,middle-low
1029,Ghana,SSA,Sub-Saharan Africa,2021,95,5.088,0.68,0.595,0.287,0.517,0.058,0.268,2.684,middle-low
1030,Niger,SSA,Sub-Saharan Africa,2021,96,5.074,0.162,0.402,0.167,0.516,0.157,0.2,3.47,middle-low
1031,Turkmenistan,CIS,Commonwealth of Independent States,2021,97,5.066,1.046,1.172,0.439,0.602,0.033,0.366,1.409,middle-low
1032,Gambia,SSA,Sub-Saharan Africa,2021,98,5.051,0.367,0.511,0.21,0.384,0.123,0.465,2.99,middle-low
1033,Benin,SSA,Sub-Saharan Africa,2021,99,5.045,0.507,0.058,0.196,0.457,0.178,0.166,3.482,middle-low
1034,Laos,SEA,Southeast Asia,2021,100,5.03,0.808,0.598,0.33,0.643,0.179,0.268,2.204,middle-low
1035,Bangladesh,SA,South Asia,2021,101,5.025,0.635,0.52,0.514,0.603,0.164,0.161,2.427,middle-low
1036,Guinea,SSA,Sub-Saharan Africa,2021,102,4.984,0.42,0.399,0.206,0.384,0.111,0.25,3.216,middle-low
1037,South Africa,SSA,Sub-Saharan Africa,2021,103,4.956,0.967,0.895,0.265,0.447,0.051,0.144,2.187,middle-low
1038,Turkey,MENA,Middle East and North Africa,2021,104,4.948,1.26,0.809,0.59,0.236,0.104,0.097,1.852,middle-low
1039,Pakistan,SA,South Asia,2021,105,4.934,0.637,0.423,0.322,0.418,0.097,0.252,2.784,middle-low
1040,Morocco,MENA,Middle East and North Africa,2021,106,4.918,0.792,0.219,0.558,0.477,0.088,0.034,2.749,middle-low
1041,Venezuela,LAC,Latin America and Caribbean,2021,107,4.892,0.852,0.897,0.574,0.284,0.072,0.078,2.135,middle-low
1042,Georgia,CIS,Commonwealth of Independent States,2021,108,4.891,1.03,0.47,0.498,0.488,0.181,0.032,2.191,middle-low
1043,Algeria,MENA,Middle East and North Africa,2021,109,4.887,0.946,0.765,0.552,0.119,0.12,0.144,2.242,middle-low
1044,Ukraine,CEE,Central and Eastern Europe,2021,110,4.875,0.979,0.958,0.517,0.417,0.01,0.181,1.813,middle-low
1045,Iraq,MENA,Middle East and North Africa,2021,111,4.854,0.91,0.638,0.381,0.302,0.041,0.153,2.429,middle-low
1046,Gabon,SSA,Sub-Saharan Africa,2021,112,4.852,1.037,0.707,0.362,0.424,0.064,0.058,2.201,middle-low
1047,Burkina Faso,SSA,Sub-Saharan Africa,2021,113,4.834,0.364,0.472,0.179,0.381,0.122,0.182,3.133,middle-low
1048,Cambodia,SEA,Southeast Asia,2021,114,4.83,0.603,0.68,0.426,0.702,0.061,0.21,2.148,middle-low
1049,Mozambique,SSA,Sub-Saharan Africa,2021,115,4.794,0.183,0.634,0.196,0.608,0.163,0.228,2.783,middle-low
1050,Nigeria,SSA,Sub-Saharan Africa,2021,116,4.759,0.663,0.625,0.051,0.433,0.039,0.212,2.736,middle-low
1051,Mali,SSA,Sub-Saharan Africa,2021,117,4.723,0.387,0.59,0.11,0.384,0.072,0.164,3.016,middle-low
1052,Iran,MENA,Middle East and North Africa,2021,118,4.721,1.03,0.557,0.561,0.275,0.144,0.33,1.823,middle-low
1053,Uganda,SSA,Sub-Saharan Africa,2021,119,4.636,0.364,0.718,0.24,0.398,0.054,0.267,2.596,middle-low
1054,Liberia,SSA,Sub-Saharan Africa,2021,120,4.625,0.228,0.58,0.253,0.43,0.057,0.221,2.857,middle-low
1055,Kenya,SSA,Sub-Saharan Africa,2021,121,4.607,0.603,0.508,0.385,0.483,0.073,0.375,2.18,middle-low
1056,Tunisia,MENA,Middle East and North Africa,2021,122,4.596,0.919,0.515,0.59,0.334,0.044,0.057,2.138,middle-low
1057,Lebanon,MENA,Middle East and North Africa,2021,123,4.584,1.045,0.868,0.595,0.175,0.026,0.14,1.736,middle-low
1058,Namibia,SSA,Sub-Saharan Africa,2021,124,4.574,0.882,0.801,0.262,0.411,0.059,0.091,2.068,middle-low
1059,Palestinian Territories,MENA,Middle East and North Africa,2021,125,4.517,0.646,0.819,0.434,0.33,0.075,0.082,2.131,middle-low
1060,Myanmar,SEA,Southeast Asia,2021,126,4.426,0.666,0.713,0.341,0.601,0.178,0.52,1.407,middle-low
1061,Jordan,MENA,Middle East and North Africa,2021,127,4.395,0.89,0.685,0.583,0.455,0.15,0.079,1.553,middle-low
1062,Chad,SSA,Sub-Saharan Africa,2021,128,4.355,0.255,0.353,0.0,0.24,0.084,0.215,3.209,middle-low
1063,Sri Lanka,SA,South Asia,2021,129,4.325,0.99,0.82,0.593,0.559,0.049,0.239,1.075,middle-low
1064,Swaziland,SSA,Sub-Saharan Africa,2021,130,4.308,0.849,0.693,0.074,0.323,0.147,0.067,2.155,middle-low
1065,Comoros,SSA,Sub-Saharan Africa,2021,131,4.289,0.488,0.367,0.279,0.202,0.101,0.241,2.61,middle-low
1066,Egypt,MENA,Middle East and North Africa,2021,132,4.283,0.954,0.647,0.426,0.446,0.092,0.069,1.648,middle-low
1067,Ethiopia,SSA,Sub-Saharan Africa,2021,133,4.275,0.37,0.679,0.331,0.451,0.114,0.241,2.089,middle-low
1068,Mauritania,SSA,Sub-Saharan Africa,2021,134,4.227,0.666,0.749,0.273,0.218,0.133,0.119,2.069,middle-low
1069,Madagascar,SSA,Sub-Saharan Africa,2021,135,4.208,0.266,0.503,0.341,0.207,0.087,0.185,2.62,middle-low
1070,Togo,SSA,Sub-Saharan Africa,2021,136,4.107,0.254,0.239,0.203,0.289,0.107,0.209,2.806,middle-low
1071,Zambia,SSA,Sub-Saharan Africa,2021,137,4.073,0.528,0.552,0.231,0.487,0.074,0.227,1.975,middle-low
1072,Sierra Leone,SSA,Sub-Saharan Africa,2021,138,3.849,0.279,0.377,0.1,0.408,0.047,0.243,2.396,low
1073,India,SA,South Asia,2021,139,3.819,0.741,0.316,0.383,0.622,0.106,0.246,1.405,low
1074,Burundi,SSA,Sub-Saharan Africa,2021,140,3.775,0.0,0.062,0.155,0.298,0.212,0.172,2.876,low
1075,Yemen,MENA,Middle East and North Africa,2021,141,3.658,0.329,0.831,0.272,0.268,0.089,0.092,1.776,low
1076,Tanzania,SSA,Sub-Saharan Africa,2021,142,3.623,0.433,0.54,0.3,0.549,0.231,0.307,1.263,low
1077,Haiti,LAC,Latin America and Caribbean,2021,143,3.615,0.294,0.173,0.227,0.257,0.139,0.463,2.06,low
1078,Malawi,SSA,Sub-Saharan Africa,2021,144,3.6,0.113,0.168,0.298,0.484,0.134,0.213,2.19,low
1079,Lesotho,SSA,Sub-Saharan Africa,2021,145,3.512,0.451,0.731,0.007,0.405,0.015,0.103,1.8,low
1080,Botswana,SSA,Sub-Saharan Africa,2021,146,3.467,1.099,0.724,0.34,0.539,0.088,0.027,0.648,low
1081,Rwanda,SSA,Sub-Saharan Africa,2021,147,3.415,0.364,0.202,0.407,0.627,0.493,0.227,1.095,low
1082,Zimbabwe,SSA,Sub-Saharan Africa,2021,148,3.145,0.457,0.649,0.243,0.359,0.075,0.157,1.205,low
1083,Afghanistan,SA,South Asia,2021,149,2.523,0.37,0.0,0.126,0.0,0.01,0.122,1.895,low
1084,Finland,WE,Western Europe,2022,1,7.821,1.892,1.258,0.775,0.736,0.534,0.109,2.518,high
1085,Denmark,WE,Western Europe,2022,2,7.636,1.953,1.243,0.777,0.719,0.532,0.188,2.226,high
1086,Iceland,WE,Western Europe,2022,3,7.557,1.936,1.32,0.803,0.718,0.191,0.27,2.32,high
1087,Switzerland,WE,Western Europe,2022,4,7.512,2.026,1.226,0.822,0.677,0.461,0.147,2.153,high
1088,Netherlands,WE,Western Europe,2022,5,7.415,1.945,1.206,0.787,0.651,0.419,0.271,2.137,high
1089,Luxembourg,WE,Western Europe,2022,6,7.404,2.209,1.155,0.79,0.7,0.388,0.12,2.042,high
1090,Sweden,WE,Western Europe,2022,7,7.384,1.92,1.204,0.803,0.724,0.512,0.218,2.003,high
1091,Norway,WE,Western Europe,2022,8,7.365,1.997,1.239,0.786,0.728,0.474,0.217,1.925,high
1092,Israel,MENA,Middle East and North Africa,2022,9,7.364,1.826,1.221,0.818,0.568,0.143,0.155,2.634,high
1093,New Zealand,NAANZ,North America and ANZ,2022,10,7.2,1.852,1.235,0.752,0.68,0.483,0.245,1.954,high
1094,Austria,WE,Western Europe,2022,11,7.163,1.931,1.165,0.774,0.623,0.329,0.193,2.148,high
1095,Australia,NAANZ,North America and ANZ,2022,12,7.162,1.9,1.203,0.772,0.676,0.341,0.258,2.011,high
1096,Ireland,WE,Western Europe,2022,13,7.041,2.129,1.166,0.779,0.627,0.408,0.19,1.743,high
1097,Germany,WE,Western Europe,2022,14,7.034,1.924,1.088,0.776,0.585,0.358,0.163,2.142,high
1098,Canada,NAANZ,North America and ANZ,2022,15,7.025,1.886,1.188,0.783,0.659,0.368,0.217,1.924,high
1099,United States,NAANZ,North America and ANZ,2022,16,6.977,1.982,1.182,0.628,0.574,0.177,0.22,2.214,middle-high
1100,United Kingdom,WE,Western Europe,2022,17,6.943,1.867,1.143,0.75,0.597,0.329,0.289,1.967,middle-high
1101,Czech Republic,CEE,Central and Eastern Europe,2022,18,6.92,1.815,1.26,0.715,0.66,0.048,0.158,2.263,middle-high
1102,Belgium,WE,Western Europe,2022,19,6.805,1.907,1.106,0.764,0.492,0.204,0.049,2.283,middle-high
1103,France,WE,Western Europe,2022,20,6.687,1.863,1.219,0.808,0.567,0.266,0.07,1.895,middle-high
1104,Bahrain,MENA,Middle East and North Africa,2022,21,6.647,1.854,1.029,0.625,0.693,0.155,0.199,2.092,middle-high
1105,Slovenia,CEE,Central and Eastern Europe,2022,22,6.63,1.81,1.249,0.769,0.685,0.115,0.118,1.885,middle-high
1106,Costa Rica,LAC,Latin America and Caribbean,2022,23,6.582,1.584,1.054,0.744,0.661,0.102,0.089,2.346,middle-high
1107,United Arab Emirates,MENA,Middle East and North Africa,2022,24,6.576,1.998,0.98,0.633,0.702,0.25,0.204,1.809,middle-high
1108,Saudi Arabia,MENA,Middle East and North Africa,2022,25,6.523,1.87,1.092,0.577,0.651,0.18,0.078,2.075,middle-high
1109,Taiwan Province of China,SA,South Asia,2022,26,6.512,1.897,1.095,0.733,0.542,0.168,0.075,2.002,middle-high
1110,Singapore,SEA,Southeast Asia,2022,27,6.48,2.149,1.127,0.851,0.672,0.587,0.163,0.932,middle-high
1111,Romania,CEE,Central and Eastern Europe,2022,28,6.477,1.719,1.006,0.655,0.605,0.006,0.039,2.446,middle-high
1112,Spain,WE,Western Europe,2022,29,6.476,1.808,1.211,0.808,0.505,0.149,0.101,1.893,middle-high
1113,Uruguay,LAC,Latin America and Caribbean,2022,30,6.474,1.615,1.18,0.672,0.665,0.265,0.103,1.974,middle-high
1114,Italy,WE,Western Europe,2022,31,6.467,1.834,1.052,0.801,0.412,0.059,0.085,2.222,middle-high
1115,Kosovo,CEE,Central and Eastern Europe,2022,32,6.455,1.362,0.949,0.569,0.599,0.035,0.309,2.631,middle-high
1116,Malta,WE,Western Europe,2022,33,6.447,1.838,1.169,0.789,0.679,0.166,0.174,1.631,middle-high
1117,Lithuania,CEE,Central and Eastern Europe,2022,34,6.446,1.804,1.204,0.659,0.496,0.077,0.053,2.153,middle-high
1118,Slovakia,CEE,Central and Eastern Europe,2022,35,6.391,1.736,1.232,0.707,0.479,0.025,0.118,2.094,middle-high
1119,Estonia,CEE,Central and Eastern Europe,2022,36,6.341,1.793,1.232,0.728,0.689,0.333,0.123,1.442,middle-high
1120,Panama,LAC,Latin America and Caribbean,2022,37,6.309,1.715,1.107,0.709,0.592,0.051,0.049,2.086,middle-high
1121,Brazil,LAC,Latin America and Caribbean,2022,38,6.293,1.462,1.044,0.615,0.546,0.134,0.131,2.361,middle-high
1122,Guatemala,LAC,Latin America and Caribbean,2022,39,6.262,1.274,0.831,0.522,0.662,0.115,0.112,2.746,middle-high
1123,Kazakhstan,CIS,Commonwealth of Independent States,2022,40,6.234,1.668,1.22,0.611,0.584,0.157,0.134,1.86,middle-high
1124,Cyprus,WE,Western Europe,2022,41,6.221,1.815,0.909,0.819,0.448,0.062,0.123,2.044,middle-high
1125,Latvia,CEE,Central and Eastern Europe,2022,42,6.18,1.732,1.221,0.637,0.502,0.09,0.075,1.923,middle-high
1126,Serbia,CEE,Central and Eastern Europe,2022,43,6.178,1.55,1.086,0.658,0.546,0.088,0.219,2.031,middle-high
1127,Chile,LAC,Latin America and Caribbean,2022,44,6.172,1.651,1.08,0.748,0.46,0.069,0.124,2.04,middle-high
1128,Nicaragua,LAC,Latin America and Caribbean,2022,45,6.165,1.105,1.029,0.617,0.617,0.212,0.168,2.418,middle-high
1129,Mexico,LAC,Latin America and Caribbean,2022,46,6.128,1.552,0.886,0.623,0.621,0.115,0.092,2.239,middle-high
1130,Croatia,CEE,Central and Eastern Europe,2022,47,6.125,1.705,1.183,0.709,0.535,0.0,0.109,1.884,middle-high
1131,Poland,CEE,Central and Eastern Europe,2022,48,6.123,1.758,1.174,0.712,0.523,0.14,0.124,1.693,middle-high
1132,El Salvador,LAC,Latin America and Caribbean,2022,49,6.12,1.265,0.768,0.607,0.666,0.212,0.089,2.514,middle-high
1133,Kuwait,MENA,Middle East and North Africa,2022,50,6.106,1.904,0.983,0.747,0.617,0.147,0.087,1.621,middle-high
1134,Hungary,CEE,Central and Eastern Europe,2022,51,6.086,1.748,1.233,0.668,0.485,0.064,0.078,1.812,middle-high
1135,Mauritius,SSA,Sub-Saharan Africa,2022,52,6.071,1.591,1.116,0.568,0.589,0.107,0.131,1.969,middle-high
1136,Uzbekistan,CIS,Commonwealth of Independent States,2022,53,6.063,1.219,1.092,0.6,0.716,0.24,0.283,1.913,middle-high
1137,Japan,EA,East Asia,2022,54,6.039,1.835,1.089,0.866,0.537,0.218,0.007,1.487,middle-high
1138,Honduras,LAC,Latin America and Caribbean,2022,55,6.022,1.111,0.885,0.555,0.582,0.076,0.202,2.611,middle-high
1139,Portugal,WE,Western Europe,2022,56,6.016,1.76,1.078,0.777,0.655,0.039,0.016,1.691,middle-high
1140,Argentina,LAC,Latin America and Caribbean,2022,57,5.967,1.592,1.102,0.662,0.555,0.085,0.081,1.891,middle-high
1141,Greece,WE,Western Europe,2022,58,5.948,1.703,0.98,0.774,0.249,0.108,0.015,2.119,middle-high
1142,South Korea,EA,East Asia,2022,59,5.935,1.851,0.886,0.841,0.414,0.176,0.111,1.656,middle-high
1143,Philippines,SEA,Southeast Asia,2022,60,5.904,1.268,0.912,0.514,0.678,0.142,0.107,2.283,middle-high
1144,Thailand,SEA,Southeast Asia,2022,61,5.891,1.535,1.096,0.697,0.617,0.026,0.321,1.6,middle-high
1145,Moldova,CEE,Central and Eastern Europe,2022,62,5.857,1.417,1.008,0.597,0.561,0.028,0.102,2.142,middle-high
1146,Jamaica,LAC,Latin America and Caribbean,2022,63,5.85,1.296,1.045,0.646,0.567,0.053,0.08,2.164,middle-high
1147,Kyrgyzstan,CIS,Commonwealth of Independent States,2022,64,5.828,1.069,1.109,0.638,0.693,0.025,0.208,2.087,middle-high
1148,Belarus,CIS,Commonwealth of Independent States,2022,65,5.821,1.562,1.157,0.629,0.342,0.282,0.04,1.811,middle-high
1149,Colombia,LAC,Latin America and Caribbean,2022,66,5.781,1.452,0.929,0.72,0.545,0.077,0.087,1.971,middle-high
1150,Bosnia and Herzegovina,CEE,Central and Eastern Europe,2022,67,5.768,1.468,1.068,0.665,0.448,0.006,0.244,1.869,middle-high
1151,Mongolia,EA,East Asia,2022,68,5.761,1.393,1.197,0.467,0.398,0.059,0.247,1.999,middle-high
1152,Dominican Republic,LAC,Latin America and Caribbean,2022,69,5.737,1.538,1.003,0.577,0.606,0.179,0.084,1.751,middle-high
1153,Malaysia,SEA,Southeast Asia,2022,70,5.711,1.689,0.938,0.62,0.654,0.126,0.213,1.471,middle-high
1154,Bolivia,LAC,Latin America and Caribbean,2022,71,5.6,1.256,0.88,0.555,0.627,0.064,0.112,2.107,middle-high
1155,China,EA,East Asia,2022,72,5.585,1.508,0.958,0.705,0.656,0.142,0.099,1.516,middle-high
1156,Paraguay,LAC,Latin America and Caribbean,2022,73,5.578,1.409,1.13,0.624,0.629,0.059,0.171,1.555,middle-high
1157,Peru,LAC,Latin America and Caribbean,2022,74,5.559,1.397,0.865,0.735,0.545,0.037,0.09,1.89,middle-high
1158,Montenegro,CEE,Central and Eastern Europe,2022,75,5.547,1.573,1.023,0.659,0.46,0.077,0.135,1.619,middle-high
1159,Ecuador,LAC,Latin America and Caribbean,2022,76,5.533,1.352,0.879,0.708,0.565,0.083,0.08,1.866,middle-high
1160,Vietnam,SEA,Southeast Asia,2022,77,5.485,1.252,0.932,0.611,0.707,0.105,0.143,1.735,middle-low
1161,Turkmenistan,CIS,Commonwealth of Independent States,2022,78,5.474,1.484,1.319,0.516,0.649,0.032,0.314,1.16,middle-low
1162,North Cyprus,WE,Western Europe,2022,79,5.467,1.815,0.888,0.819,0.523,0.213,0.13,1.078,middle-low
1163,Russia,CIS,Commonwealth of Independent States,2022,80,5.459,1.685,1.095,0.586,0.401,0.08,0.117,1.494,middle-low
1164,Hong Kong,EA,East Asia,2022,81,5.425,1.957,0.954,0.942,0.4,0.383,0.147,0.642,middle-low
1165,Armenia,CIS,Commonwealth of Independent States,2022,82,5.399,1.434,0.82,0.668,0.558,0.21,0.054,1.654,middle-low
1166,Tajikistan,CIS,Commonwealth of Independent States,2022,83,5.377,0.966,1.005,0.518,0.572,0.304,0.118,1.895,middle-low
1167,Nepal,SA,South Asia,2022,84,5.377,0.984,0.784,0.499,0.519,0.13,0.237,2.224,middle-low
1168,Bulgaria,CEE,Central and Eastern Europe,2022,85,5.371,1.625,1.163,0.64,0.563,0.021,0.123,1.235,middle-low
1169,Libya,MENA,Middle East and North Africa,2022,86,5.33,1.476,0.943,0.606,0.477,0.179,0.106,1.544,middle-low
1170,Indonesia,SEA,Southeast Asia,2022,87,5.24,1.382,0.883,0.539,0.62,0.047,0.468,1.3,middle-low
1171,Ivory Coast,SSA,Sub-Saharan Africa,2022,88,5.235,1.094,0.442,0.322,0.451,0.124,0.149,2.652,middle-low
1172,Macedonia,CEE,Central and Eastern Europe,2022,89,5.199,1.505,0.863,0.637,0.488,0.031,0.215,1.461,middle-low
1173,Albania,CEE,Central and Eastern Europe,2022,90,5.199,1.439,0.646,0.719,0.511,0.028,0.138,1.718,middle-low
1174,South Africa,SSA,Sub-Saharan Africa,2022,91,5.194,1.425,1.088,0.361,0.442,0.046,0.089,1.742,middle-low
1175,Azerbaijan,CIS,Commonwealth of Independent States,2022,92,5.173,1.458,1.093,0.56,0.601,0.341,0.023,1.098,middle-low
1176,Gambia,SSA,Sub-Saharan Africa,2022,93,5.164,0.785,0.621,0.369,0.367,0.103,0.388,2.531,middle-low
1177,Bangladesh,SA,South Asia,2022,94,5.155,1.06,0.614,0.581,0.622,0.187,0.125,1.967,middle-low
1178,Laos,SEA,Southeast Asia,2022,95,5.14,1.239,0.654,0.479,0.679,0.184,0.197,1.709,middle-low
1179,Algeria,MENA,Middle East and North Africa,2022,96,5.122,1.363,0.97,0.643,0.146,0.15,0.106,1.744,middle-low
1180,Liberia,SSA,Sub-Saharan Africa,2022,97,5.122,0.636,0.67,0.309,0.405,0.08,0.178,2.844,middle-low
1181,Ukraine,CEE,Central and Eastern Europe,2022,98,5.084,1.411,1.081,0.583,0.473,0.017,0.188,1.331,middle-low
1182,Congo (Kinshasa),SSA,Sub-Saharan Africa,2022,99,5.075,0.95,0.405,0.355,0.431,0.146,0.13,2.658,middle-low
1183,Morocco,MENA,Middle East and North Africa,2022,100,5.06,1.208,0.268,0.565,0.492,0.102,0.02,2.405,middle-low
1184,Mozambique,SSA,Sub-Saharan Africa,2022,101,5.048,0.578,0.66,0.191,0.593,0.2,0.185,2.641,middle-low
1185,Cameroon,SSA,Sub-Saharan Africa,2022,102,5.048,0.968,0.672,0.317,0.397,0.074,0.152,2.469,middle-low
1186,Senegal,SSA,Sub-Saharan Africa,2022,103,5.046,0.933,0.53,0.447,0.494,0.081,0.143,2.419,middle-low
1187,Niger,SSA,Sub-Saharan Africa,2022,104,5.003,0.57,0.56,0.326,0.571,0.145,0.165,2.667,middle-low
1188,Georgia,CIS,Commonwealth of Independent States,2022,105,4.973,1.467,0.612,0.595,0.508,0.208,0.0,1.583,middle-low
1189,Gabon,SSA,Sub-Saharan Africa,2022,106,4.958,1.459,0.738,0.396,0.343,0.099,0.032,1.892,middle-low
1190,Iraq,MENA,Middle East and North Africa,2022,107,4.941,1.289,0.682,0.554,0.328,0.046,0.147,1.894,middle-low
1191,Venezuela,LAC,Latin America and Caribbean,2022,108,4.925,0.0,0.968,0.578,0.283,0.082,0.225,2.79,middle-low
1192,Guinea,SSA,Sub-Saharan Africa,2022,109,4.891,0.848,0.566,0.275,0.334,0.116,0.214,2.538,middle-low
1193,Iran,MENA,Middle East and North Africa,2022,110,4.888,1.41,0.741,0.642,0.281,0.146,0.241,1.427,middle-low
1194,Ghana,SSA,Sub-Saharan Africa,2022,111,4.872,1.112,0.595,0.409,0.5,0.056,0.23,1.972,middle-low
1195,Turkey,MENA,Middle East and North Africa,2022,112,4.744,1.707,0.865,0.702,0.209,0.115,0.087,1.059,middle-low
1196,Burkina Faso,SSA,Sub-Saharan Africa,2022,113,4.67,0.779,0.565,0.32,0.382,0.126,0.186,2.313,middle-low
1197,Cambodia,SEA,Southeast Asia,2022,114,4.64,1.019,0.732,0.505,0.74,0.068,0.166,1.41,middle-low
1198,Benin,SSA,Sub-Saharan Africa,2022,115,4.623,0.932,0.064,0.335,0.479,0.23,0.127,2.458,middle-low
1199,Comoros,SSA,Sub-Saharan Africa,2022,116,4.609,0.899,0.476,0.424,0.185,0.125,0.195,2.304,middle-low
1200,Uganda,SSA,Sub-Saharan Africa,2022,117,4.603,0.777,0.875,0.418,0.402,0.066,0.222,1.842,middle-low
1201,Nigeria,SSA,Sub-Saharan Africa,2022,118,4.552,1.079,0.732,0.3,0.444,0.038,0.175,1.784,middle-low
1202,Kenya,SSA,Sub-Saharan Africa,2022,119,4.543,1.032,0.605,0.401,0.44,0.082,0.322,1.661,middle-low
1203,Tunisia,MENA,Middle East and North Africa,2022,120,4.516,1.35,0.596,0.656,0.316,0.029,0.029,1.54,middle-low
1204,Pakistan,SA,South Asia,2022,121,4.516,1.049,0.413,0.374,0.448,0.112,0.181,1.94,middle-low
1205,Palestinian Territories,MENA,Middle East and North Africa,2022,122,4.483,1.148,0.957,0.521,0.336,0.079,0.073,1.368,middle-low
1206,Mali,SSA,Sub-Saharan Africa,2022,123,4.479,0.792,0.483,0.311,0.35,0.042,0.128,2.373,middle-low
1207,Namibia,SSA,Sub-Saharan Africa,2022,124,4.459,1.292,0.877,0.354,0.384,0.071,0.067,1.414,middle-low
1208,Myanmar,SEA,Southeast Asia,2022,125,4.394,1.038,0.829,0.491,0.513,0.194,0.452,0.877,middle-low
1209,Sri Lanka,SA,South Asia,2022,126,4.362,1.415,0.934,0.66,0.529,0.079,0.15,0.595,middle-low
1210,Madagascar,SSA,Sub-Saharan Africa,2022,127,4.339,0.67,0.645,0.378,0.202,0.154,0.143,2.148,middle-low
1211,Egypt,MENA,Middle East and North Africa,2022,128,4.288,1.388,0.732,0.548,0.469,0.254,0.041,0.856,middle-low
1212,Chad,SSA,Sub-Saharan Africa,2022,129,4.251,0.662,0.506,0.225,0.18,0.077,0.182,2.419,middle-low
1213,Ethiopia,SSA,Sub-Saharan Africa,2022,130,4.241,0.788,0.809,0.457,0.472,0.136,0.205,1.375,middle-low
