,country,region_id,region,Year,happiness_rank,happiness_score,economy_GDP_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,dystopia_residual,happiness_category,Component 1,Component 2,Component 3,Segment K-means PCA,Segment
424,Bangladesh,SA,South Asia,2017,110,4.607999802,0.586682975,0.735131741,0.533241034,0.478356659,0.123717859,0.172255352,1.978736162,middle-low,1.201002161,0.358558823,0.51594459,1,low
425,Namibia,SSA,Sub-Saharan Africa,2017,111,4.573999882,0.964434326,1.098470807,0.338611811,0.520303547,0.093146972,0.077133745,1.481890202,middle-low,0.785088438,-0.524920491,0.728407738,2,medium
426,Kenya,SSA,Sub-Saharan Africa,2017,112,4.552999973,0.560479462,1.067950726,0.30998835,0.452763766,0.064641319,0.444860309,1.651902199,middle-low,1.363621474,1.658560964,-1.625165714,1,low
427,Mozambique,SSA,Sub-Saharan Africa,2017,113,4.550000191,0.23430565,0.870701015,0.106654435,0.480791092,0.179436386,0.322228104,2.355650902,middle-low,2.011975102,1.984522049,-0.113120113,1,low
428,Myanmar,SEA,Southeast Asia,2017,114,4.545000076,0.36711055,1.123235941,0.397522569,0.514492035,0.188816205,0.838075161,1.115290403,middle-low,0.71224659,4.700045513,-3.33154509,1,low
429,Senegal,SSA,Sub-Saharan Africa,2017,115,4.534999847,0.479309022,1.179691911,0.409362853,0.377922267,0.115460448,0.183468893,1.789646149,middle-low,1.294994665,0.014909755,-0.332025122,1,low
430,Zambia,SSA,Sub-Saharan Africa,2017,116,4.513999939,0.636406779,1.003187299,0.257835895,0.461603492,0.07821355,0.249580145,1.826705456,middle-low,1.507476426,0.619956315,-0.320694064,1,low
431,Iraq,MENA,Middle East and North Africa,2017,117,4.497000217,1.102710485,0.978613198,0.50118047,0.288555533,0.107215755,0.199637264,1.318907261,middle-low,0.955963944,-0.363718079,-0.073561105,2,medium
432,Gabon,SSA,Sub-Saharan Africa,2017,118,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.076046787,0.043785378,1.322916269,middle-low,1.024922519,-1.431692072,0.550217539,2,medium
433,Ethiopia,SSA,Sub-Saharan Africa,2017,119,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.165455714,0.31265074,2.015743732,middle-low,1.695073944,1.433888944,-0.330551276,1,low
434,Sri Lanka,SA,South Asia,2017,120,4.440000057,1.009850144,1.259976387,0.625130832,0.561213255,0.073653966,0.490863562,0.419389248,middle-low,-0.151611108,1.574483578,-1.956653436,2,medium
435,Armenia,CIS,Commonwealth of Independent States,2017,121,4.375999928,0.900596738,1.007483721,0.637524426,0.198303267,0.026674422,0.083488092,1.521499157,middle-low,1.38818641,-1.672201253,-0.159122074,2,medium
436,India,SA,South Asia,2017,122,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.092226885,0.231538489,1.519117117,middle-low,1.314505261,0.51844638,0.161681571,1,low
437,Mauritania,SSA,Sub-Saharan Africa,2017,123,4.291999817,0.648457289,1.27203083,0.28534928,0.096098043,0.136957005,0.201870024,1.651637316,middle-low,1.932385633,-0.430621301,-0.700586679,1,low
438,Congo (Brazzaville),SSA,Sub-Saharan Africa,2017,124,4.290999889,0.808964252,0.832044363,0.289957434,0.435025871,0.079618134,0.120852128,1.724135637,middle-low,1.684495995,-0.19501218,0.662455354,1,low
439,Georgia,CIS,Commonwealth of Independent States,2017,125,4.285999775,0.950612664,0.570614934,0.649546981,0.309410036,0.251666635,0.054008815,1.500137806,middle-low,1.062845014,-0.309995799,1.850842899,1,low
440,Congo (Kinshasa),SSA,Sub-Saharan Africa,2017,126,4.28000021,0.092102349,1.229023457,0.191407025,0.235961348,0.060241356,0.246455833,2.224958658,middle-low,2.588628613,0.188053715,-1.226916594,1,low
441,Mali,SSA,Sub-Saharan Africa,2017,127,4.190000057,0.476180494,1.281473398,0.169365674,0.306613743,0.104970247,0.183354199,1.668190956,middle-low,1.967237316,-0.036444043,-0.459214353,1,low
442,Ivory Coast,SSA,Sub-Saharan Africa,2017,128,4.179999828,0.603048921,0.90478003,0.04864217,0.447706193,0.130061775,0.20123747,1.844964266,middle-low,2.117799229,0.81568236,0.440426378,1,low
443,Cambodia,SEA,Southeast Asia,2017,129,4.168000221,0.601765096,1.006238341,0.429783404,0.633375823,0.068105951,0.385922968,1.042941093,middle-low,0.945900756,1.639537448,-0.986468728,1,low
444,Sudan,SSA,Sub-Saharan Africa,2017,130,4.138999939,0.659516692,1.21400857,0.290920824,0.014995855,0.08984752,0.182317451,1.68706584,middle-low,2.359038229,-0.906452579,-0.836919408,1,low
445,Ghana,SSA,Sub-Saharan Africa,2017,131,4.119999886,0.667224824,0.873664737,0.295637727,0.423026294,0.02533637,0.256923944,1.577867508,middle-low,1.950492388,0.390736814,-0.469889245,1,low
446,Ukraine,CEE,Central and Eastern Europe,2017,132,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.023029471,0.270061463,0.814382315,middle-low,1.276066614,-0.943490864,-1.811196535,2,medium
447,Uganda,SSA,Sub-Saharan Africa,2017,133,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.057069719,0.325766057,1.526362658,middle-low,1.948228142,1.020471208,-1.115354652,1,low
448,Burkina Faso,SSA,Sub-Saharan Africa,2017,134,4.032000065,0.350227714,1.043280005,0.215844259,0.324367851,0.120328106,0.250864685,1.727212906,middle-low,2.252176644,0.671167535,-0.468917363,1,low
449,Niger,SSA,Sub-Saharan Africa,2017,135,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.138572946,0.228673846,1.873983383,middle-low,2.2824222,0.78568977,-0.254094015,1,low
450,Malawi,SSA,Sub-Saharan Africa,2017,136,3.970000029,0.233442038,0.512568831,0.315089583,0.466914654,0.072711654,0.28717047,2.081786156,low,2.619179531,1.337745623,-0.03474345,1,low
451,Chad,SSA,Sub-Saharan Africa,2017,137,3.936000109,0.438012987,0.953855872,0.041134715,0.162342027,0.053581882,0.21611385,2.071238041,low,3.18863431,-0.014467164,-0.532665259,1,low
452,Zimbabwe,SSA,Sub-Saharan Africa,2017,138,3.875,0.375846535,1.083095908,0.196763754,0.336384207,0.095375381,0.189143494,1.597970247,low,2.346238121,0.192331765,-0.25798827,1,low
453,Lesotho,SSA,Sub-Saharan Africa,2017,139,3.808000088,0.521021247,1.190095186,0,0.390661299,0.11909464,0.157497272,1.42983532,low,2.297540872,0.262705647,0.144717666,1,low
454,Angola,SSA,Sub-Saharan Africa,2017,140,3.795000076,0.85842818,1.10441196,0.049868666,0,0.069720335,0.09792649,1.614482403,low,3.007341957,-1.330354333,-0.072103404,1,low
455,Afghanistan,SA,South Asia,2017,141,3.79399991,0.401477218,0.581543326,0.180746779,0.10617952,0.06115783,0.311870933,2.150801182,low,3.535432314,0.632224991,-0.665862017,1,low
456,Botswana,SSA,Sub-Saharan Africa,2017,142,3.766000032,1.122094154,1.221554995,0.341755509,0.505196333,0.098583199,0.099348448,0.377913713,low,0.840923045,-0.5530856,0.533198241,2,medium
457,Benin,SSA,Sub-Saharan Africa,2017,143,3.657000065,0.431085408,0.435299844,0.209930211,0.425962776,0.060929015,0.207948461,1.885630965,low,2.999717326,0.777787248,0.566064212,1,low
458,Madagascar,SSA,Sub-Saharan Africa,2017,144,3.644000053,0.305808693,0.913020372,0.375223309,0.189196765,0.067231975,0.20873253,1.584612608,low,2.786745455,-0.14527686,-0.599557148,1,low
459,Haiti,LAC,Latin America and Caribbean,2017,145,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.09987215,0.489203781,1.697167635,low,3.402488416,1.597136658,-1.717972283,1,low
460,Yemen,MENA,Middle East and North Africa,2017,146,3.592999935,0.591683447,0.935382247,0.310080916,0.249463722,0.056767423,0.104125209,1.345600605,low,2.54537148,-0.784010314,0.149949406,1,low
461,South Sudan,SSA,Sub-Saharan Africa,2017,147,3.59100008,0.397248626,0.601323128,0.163486004,0.147062436,0.116793513,0.285670817,1.879567385,low,3.416558019,0.82283609,-0.218159216,1,low
462,Liberia,SSA,Sub-Saharan Africa,2017,148,3.532999992,0.119041793,0.872117937,0.229918197,0.332881182,0.038948249,0.266549885,1.673285961,low,3.06441745,0.648195231,-0.767147441,1,low
463,Guinea,SSA,Sub-Saharan Africa,2017,149,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.110937618,0.264815092,1.552311897,low,2.893011067,1.027516219,-0.203999402,1,low
464,Togo,SSA,Sub-Saharan Africa,2017,150,3.494999886,0.305444717,0.43188253,0.247105569,0.380426139,0.095665015,0.196896151,1.837229252,low,3.156486901,0.799334186,0.65258215,1,low
465,Rwanda,SSA,Sub-Saharan Africa,2017,151,3.470999956,0.368745893,0.945707023,0.326424807,0.581843853,0.455220014,0.252756029,0.540061235,low,0.959283652,2.731978003,1.537569375,1,low
466,Syria,MENA,Middle East and North Africa,2017,152,3.461999893,0.777153134,0.396102607,0.500533342,0.081539445,0.151347131,0.493663728,1.061573505,low,2.669745702,1.744691443,-1.035346642,1,low
467,Tanzania,SSA,Sub-Saharan Africa,2017,153,3.348999977,0.511135876,1.041989803,0.364509284,0.390017778,0.066035107,0.354256362,0.621130466,low,2.05541256,0.993773814,-1.188294675,1,low
468,Burundi,SSA,Sub-Saharan Africa,2017,154,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.084147945,0.204435185,1.683024168,low,4.338889019,0.143817002,-0.195188613,1,low
469,Central African Republic,SSA,Sub-Saharan Africa,2017,155,2.693000078,0,0,0.018772686,0.270842046,0.056565076,0.280876487,2.066004753,low,5.071730234,1.567835801,0.522400217,1,low
470,Finland,WE,Western Europe,2018,1,7.632,1.305,1.592,0.874,0.681,0.393,0.202,0,high,-3.673367182,0.872739205,0.63968447,0,high
471,Norway,WE,Western Europe,2018,2,7.594,1.456,1.582,0.861,0.686,0.34,0.286,0,high,-3.690216221,1.097762563,0.035242035,0,high
472,Denmark,WE,Western Europe,2018,3,7.555,1.351,1.59,0.868,0.683,0.408,0.284,0,high,-3.751057986,1.425214339,0.295062502,0,high
473,Iceland,WE,Western Europe,2018,4,7.495,1.343,1.644,0.914,0.677,0.138,0.353,0,high,-3.202828071,0.534304638,-1.450726705,0,high
474,Switzerland,WE,Western Europe,2018,5,7.487,1.42,1.549,0.927,0.66,0.357,0.256,0,high,-3.660286533,0.918671478,0.232856947,0,high
475,Netherlands,WE,Western Europe,2018,6,7.441,1.361,1.488,0.878,0.638,0.295,0.333,0,high,-3.243513057,1.172629233,-0.410770093,0,high
476,Canada,NAANZ,North America and ANZ,2018,7,7.328,1.33,1.532,0.896,0.653,0.291,0.321,0,high,-3.266088788,1.084407031,-0.427372871,0,high
477,New Zealand,NAANZ,North America and ANZ,2018,8,7.324,1.268,1.601,0.876,0.669,0.389,0.365,0,high,-3.54714002,1.826048152,-0.304679321,0,high
478,Sweden,WE,Western Europe,2018,9,7.314,1.355,1.501,0.913,0.659,0.383,0.285,0,high,-3.510102149,1.290364816,0.249371459,0,high
479,Australia,NAANZ,North America and ANZ,2018,10,7.272,1.34,1.573,0.91,0.647,0.302,0.361,0,high,-3.357466657,1.315870643,-0.66488444,0,high
480,United Kingdom,WE,Western Europe,2018,11,7.19,1.244,1.433,0.888,0.464,0.082,0.262,0,high,-2.001977217,-0.509423046,-1.228778949,2,medium
481,Austria,WE,Western Europe,2018,12,7.139,1.341,1.504,0.891,0.617,0.224,0.242,0,high,-2.866137376,0.248965771,-0.302240041,0,high
482,Costa Rica,LAC,Latin America and Caribbean,2018,13,7.072,1.01,1.459,0.817,0.632,0.101,0.143,0,high,-1.98741316,-0.607963089,-0.343909171,2,medium
483,Ireland,WE,Western Europe,2018,14,6.977,1.448,1.583,0.876,0.614,0.306,0.307,0,middle-high,-3.197335456,0.912195523,-0.330853365,0,high
484,Germany,WE,Western Europe,2018,15,6.965,1.34,1.474,0.861,0.586,0.28,0.273,0,middle-high,-2.780469641,0.672444278,-0.186911252,0,high
485,Belgium,WE,Western Europe,2018,16,6.927,1.324,1.483,0.894,0.583,0.24,0.188,0,middle-high,-2.674747235,-0.055322124,0.046900616,0,high
486,Luxembourg,WE,Western Europe,2018,17,6.91,1.576,1.52,0.896,0.632,0.321,0.196,0,middle-high,-3.292346954,0.316395985,0.508035413,0,high
487,United States,NAANZ,North America and ANZ,2018,18,6.886,1.398,1.471,0.819,0.547,0.133,0.291,0,middle-high,-2.272197045,0.045602581,-0.960952779,0,high
488,Israel,MENA,Middle East and North Africa,2018,19,6.814,1.301,1.559,0.883,0.533,0.272,0.354,0,middle-high,-2.709136836,0.948071953,-0.890337483,0,high
489,United Arab Emirates,MENA,Middle East and North Africa,2018,20,6.774,2.096,0.776,0.67,0.284,0.277306,0.186,0,middle-high,-1.558086704,-0.219790101,1.325035966,2,medium
490,Czech Republic,CEE,Central and Eastern Europe,2018,21,6.711,1.233,1.489,0.854,0.543,0.034,0.064,0,middle-high,-1.754577557,-1.740295979,-0.303330134,2,medium
491,Malta,WE,Western Europe,2018,22,6.627,1.27,1.525,0.884,0.645,0.142,0.376,0,middle-high,-2.494542775,0.783769517,-1.411811153,0,high
492,France,WE,Western Europe,2018,23,6.489,1.293,1.466,0.908,0.52,0.176,0.098,0,middle-high,-2.110990193,-1.003760024,0.169743394,2,medium
493,Mexico,LAC,Latin America and Caribbean,2018,24,6.488,1.038,1.252,0.761,0.479,0.095,0.069,0,middle-high,-1.012432985,-1.223052571,0.184274632,2,medium
494,Chile,LAC,Latin America and Caribbean,2018,25,6.476,1.131,1.331,0.808,0.431,0.061,0.197,0,middle-high,-1.144087762,-0.855274192,-0.84255425,2,medium
495,Taiwan Province of China,SA,South Asia,2018,26,6.441,1.365,1.436,0.857,0.418,0.078,0.151,0,middle-high,-1.576911577,-1.317590219,-0.607983342,2,medium
496,Panama,LAC,Latin America and Caribbean,2018,27,6.43,1.112,1.438,0.759,0.597,0.063,0.125,0,middle-high,-1.49174692,-0.93520629,-0.332862247,2,medium
497,Brazil,LAC,Latin America and Caribbean,2018,28,6.419,0.986,1.474,0.675,0.493,0.088,0.11,0,middle-high,-1.062455914,-1.030479914,-0.336495986,2,medium
498,Argentina,LAC,Latin America and Caribbean,2018,29,6.388,1.073,1.468,0.744,0.57,0.054,0.062,0,middle-high,-1.328796288,-1.403471952,-0.118640005,2,medium
499,Guatemala,LAC,Latin America and Caribbean,2018,30,6.382,0.781,1.268,0.608,0.604,0.071,0.179,0,middle-high,-0.708601693,-0.136737503,-0.383705028,2,medium
500,Uruguay,LAC,Latin America and Caribbean,2018,31,6.379,1.093,1.459,0.771,0.625,0.155,0.13,0,middle-high,-1.794393572,-0.44412829,0.061351894,2,medium
501,Qatar,MENA,Middle East and North Africa,2018,32,6.374,1.649,1.303,0.748,0.654,0.171,0.256,0,middle-high,-2.297282299,0.315342336,-0.019904302,0,high
502,Saudi Arabia,MENA,Middle East and North Africa,2018,33,6.371,1.379,1.331,0.633,0.509,0.127,0.098,0,middle-high,-1.326930629,-0.940229679,0.345281632,2,medium
503,Singapore,SEA,Southeast Asia,2018,34,6.343,1.529,1.451,1.008,0.631,0.457,0.261,0,middle-high,-3.48875004,1.299271707,0.808687731,0,high
504,Malaysia,SEA,Southeast Asia,2018,35,6.322,1.161,1.258,0.669,0.356,0.059,0.311,0,middle-high,-0.635101229,-0.175036525,-1.36494683,2,medium
505,Spain,WE,Western Europe,2018,36,6.31,1.251,1.538,0.965,0.449,0.074,0.142,0,middle-high,-1.780318033,-1.435750252,-0.797558688,2,medium
506,Colombia,LAC,Latin America and Caribbean,2018,37,6.26,0.96,1.439,0.635,0.531,0.039,0.099,0,middle-high,-0.808253424,-1.156689181,-0.378380818,2,medium
507,Trinidad and Tobago,LAC,Latin America and Caribbean,2018,38,6.192,1.223,1.492,0.564,0.575,0.019,0.171,0,middle-high,-1.059834447,-0.814784623,-0.710009572,2,medium
508,Slovakia,CEE,Central and Eastern Europe,2018,39,6.173,1.21,1.537,0.776,0.354,0.014,0.118,0,middle-high,-0.945945022,-1.86512076,-0.967854403,2,medium
509,El Salvador,LAC,Latin America and Caribbean,2018,40,6.167,0.806,1.231,0.639,0.461,0.082,0.065,0,middle-high,-0.304658484,-1.100773558,0.138167737,2,medium
510,Nicaragua,LAC,Latin America and Caribbean,2018,41,6.141,0.668,1.319,0.7,0.527,0.128,0.208,0,middle-high,-0.697871302,0.063245366,-0.563109734,2,medium
511,Poland,CEE,Central and Eastern Europe,2018,42,6.123,1.176,1.448,0.781,0.546,0.064,0.108,0,middle-high,-1.353012388,-1.198835264,-0.296396589,2,medium
512,Bahrain,MENA,Middle East and North Africa,2018,43,6.105,1.338,1.366,0.698,0.594,0.123,0.243,0,middle-high,-1.576843912,0.043900511,-0.444888184,2,medium
513,Uzbekistan,CIS,Commonwealth of Independent States,2018,44,6.096,0.719,1.584,0.605,0.724,0.259,0.328,0,middle-high,-1.697652817,1.686212389,-0.625307007,0,high
514,Kuwait,MENA,Middle East and North Africa,2018,45,6.083,1.474,1.301,0.675,0.554,0.106,0.167,0,middle-high,-1.419849972,-0.577317527,0.005045217,2,medium
515,Thailand,SEA,Southeast Asia,2018,46,6.072,1.016,1.417,0.707,0.637,0.029,0.364,0,middle-high,-1.223250192,0.556387392,-1.702940756,2,medium
516,Italy,WE,Western Europe,2018,47,6,1.264,1.501,0.946,0.281,0.028,0.137,0,middle-high,-1.075951133,-2.001694378,-1.139291051,2,medium
517,Ecuador,LAC,Latin America and Caribbean,2018,48,5.973,0.889,1.33,0.736,0.556,0.12,0.114,0,middle-high,-0.935403415,-0.620450366,0.020657188,2,medium
518,Belize,LAC,Latin America and Caribbean,2018,49,5.956,0.807,1.101,0.474,0.593,0.089,0.183,0,middle-high,-0.121963907,0.181529916,0.018891497,2,medium
519,Lithuania,CEE,Central and Eastern Europe,2018,50,5.952,1.197,1.527,0.716,0.35,0.006,0.026,0,middle-high,-0.641781176,-2.392455518,-0.452232896,2,medium
520,Slovenia,CEE,Central and Eastern Europe,2018,51,5.948,1.219,1.506,0.856,0.633,0.051,0.16,0,middle-high,-1.716484797,-0.879564716,-0.623245666,2,medium
521,Romania,CEE,Central and Eastern Europe,2018,52,5.945,1.116,1.219,0.726,0.528,0.001,0.088,0,middle-high,-0.631679727,-1.396650267,-0.158842893,2,medium
522,Latvia,CEE,Central and Eastern Europe,2018,53,5.933,1.148,1.454,0.671,0.363,0.066,0.092,0,middle-high,-0.622566449,-1.577560122,-0.402390631,2,medium
523,Japan,EA,East Asia,2018,54,5.915,1.294,1.462,0.988,0.553,0.15,0.079,0,middle-high,-2.003972696,-1.223308366,0.175584699,2,medium
524,Mauritius,SSA,Sub-Saharan Africa,2018,55,5.891,1.09,1.387,0.684,0.584,0.05,0.245,0,middle-high,-1.02072003,-0.173666198,-0.933110209,2,medium
525,Jamaica,LAC,Latin America and Caribbean,2018,56,5.89,0.819,1.493,0.693,0.575,0.031,0.096,0,middle-high,-0.750622632,-1.130492767,-0.50176305,2,medium
526,South Korea,EA,East Asia,2018,57,5.875,1.266,1.204,0.955,0.244,0.051,0.175,0,middle-high,-0.679039604,-1.544735344,-0.86473147,2,medium
527,North Cyprus,WE,Western Europe,2018,58,5.835,1.229,1.211,0.909,0.495,0.154,0.179,0,middle-high,-1.379840712,-0.445416621,-0.046706758,2,medium
528,Russia,CIS,Commonwealth of Independent States,2018,59,5.81,1.151,1.479,0.599,0.399,0.025,0.065,0,middle-high,-0.433792157,-1.796993379,-0.376566498,2,medium
529,Kazakhstan,CIS,Commonwealth of Independent States,2018,60,5.79,1.143,1.516,0.631,0.454,0.121,0.148,0,middle-high,-0.923345419,-0.793547061,-0.383418872,2,medium
530,Cyprus,WE,Western Europe,2018,61,5.762,1.229,1.191,0.909,0.423,0.035,0.202,0,middle-high,-0.870201729,-0.987025829,-0.79468314,2,medium
531,Bolivia,LAC,Latin America and Caribbean,2018,62,5.752,0.751,1.223,0.508,0.606,0.054,0.141,0,middle-high,-0.104794286,-0.288645333,-0.111288964,2,medium
532,Estonia,CEE,Central and Eastern Europe,2018,63,5.739,1.2,1.532,0.737,0.553,0.174,0.086,0,middle-high,-1.50795446,-0.844648863,0.276635999,2,medium
533,Paraguay,LAC,Latin America and Caribbean,2018,64,5.681,0.835,1.522,0.615,0.541,0.074,0.162,0,middle-high,-0.622801238,-0.567239104,-0.686555027,2,medium
534,Peru,LAC,Latin America and Caribbean,2018,65,5.663,0.934,1.249,0.674,0.53,0.034,0.092,0,middle-high,-0.347963354,-1.099988222,-0.105323918,2,medium
535,Kosovo,CEE,Central and Eastern Europe,2018,66,5.662,0.855,1.23,0.578,0.448,0.023,0.274,0,middle-high,0.070269989,-0.093766477,-1.211528225,2,medium
